"id","page_id","data_type_code"
4192,44544,"PDF"
4193,70940,"PDF"
4194,46762,"JPEG"
4195,50030,"PDF"
4196,50132,"JPEG"
4197,56103,"MSWORD"
4198,62597,"PDF"
4199,25928,"PDF"
4200,47106,"PDF"
4201,62619,"DOC"
4202,56172,"PDF"
4203,44805,"DOC"
4204,30118,"MSWORD"
4205,67786,"JPEG"
4206,38604,"PDF"
4207,71078,"PNG"
4208,50213,"PDF"
4209,67868,"MSWORD"
4210,27199,"PDF"
4211,45767,"X-RSS+XML"
4212,56245,"PDF"
4213,71287,"PDF"
4214,68035,"PDF"
4215,27857,"PDF"
4216,46825,"PDF"
4217,56544,"PDF"
4218,68160,"PDF"
4219,68180,"JPEG"
4220,27235,"PDF"
4221,62697,"MSWORD"
4222,62700,"PDF"
4223,39821,"ZIP"
4224,68190,"JPEG"
4225,64391,"JPEG"
4226,38915,"MSWORD"
4227,45952,"XML"
749,44648,"PDF"
751,26618,"PNG"
753,27751,"DOC"
755,40993,"DOC"
757,45423,"PNG"
764,38341,"PDF"
765,47576,"JPEG"
766,47577,"DOC"
767,47578,"DOC"
768,44650,"PDF"
769,44651,"PDF"
770,26620,"PNG"
771,26621,"PNG"
772,35885,"PDF"
773,47286,"PDF"
774,27753,"DOC"
775,46722,"PDF"
776,41398,"DOC"
777,27769,"PDF"
778,44685,"JPEG"
779,37023,"VND.MS-EXCEL"
780,46723,"PDF"
781,46722,"PDF"
782,38047,"JPEG"
783,38051,"PDF"
784,45424,"PNG"
785,45425,"PNG"
786,46285,"PDF"
787,46722,"PDF"
788,46723,"PDF"
789,47502,"MSWORD"
790,26154,"PDF"
791,47200,"DOC"
792,22846,"PNG"
793,26593,"PDF"
794,37405,"CSV"
795,37403,"CSV"
796,46722,"PDF"
797,37403,"CSV"
798,46808,"PDF"
799,47579,"VND.MS-EXCEL"
800,47580,"DOC"
801,27691,"PDF"
802,45666,"PDF"
803,45666,"PDF"
804,45211,"DOC"
805,45208,"DOC"
806,45210,"DOC"
807,41325,"DOC"
808,27314,"PDF"
809,39549,"PDF"
810,25275,"JPEG"
811,48469,"MSWORD"
812,46025,"X-RSS+XML"
813,42821,"JPEG"
814,48015,"PDF"
815,36261,"GIF"
816,35958,"DOC"
817,46042,"XML"
818,38589,"PDF"
819,36616,"DOC"
820,24753,"PDF"
821,48488,"PDF"
822,46932,"PDF"
823,44743,"DOC"
824,27041,"PDF"
825,45902,"X-RSS+XML"
826,47463,"PDF"
827,45661,"PNG"
828,39999,"MSWORD"
829,46203,"PDF"
830,23369,"JPEG"
831,36503,"X-ZIP-COMPRESSED"
832,37318,"PDF"
833,45009,"PDF"
834,27046,"PDF"
835,39799,"ZIP"
836,27869,"PDF"
837,45350,"PDF"
838,35901,"PDF"
839,44012,"DOC"
840,38301,"PDF"
841,48459,"PDF"
842,45563,"PDF"
843,48506,"PDF"
844,38709,"PDF"
845,34848,"PDF"
846,45063,"PDF"
847,46702,"PDF"
848,48421,"DOC"
849,38847,"PDF"
850,39801,"ZIP"
851,45560,"PDF"
852,25181,"MSWORD"
853,38623,"PDF"
854,42954,"PDF"
855,39435,"VND.MS-EXCEL"
856,38887,"PDF"
857,38688,"PDF"
858,40004,"PDF"
859,27052,"DOC"
860,23122,"PNG"
861,48452,"PDF"
862,27308,"PDF"
863,48470,"DOC"
864,48485,"PDF"
865,35753,"PDF"
866,48410,"DOC"
867,48026,"PDF"
868,36490,"JPEG"
869,48445,"PDF"
870,40008,"PDF"
871,48438,"DOC"
872,35945,"PDF"
873,47993,"PDF"
874,39492,"PDF"
875,45910,"XML"
876,37710,"DOC"
877,24777,"PDF"
878,46809,"VND.MS-EXCEL"
879,27310,"PDF"
880,44451,"PDF"
881,28033,"PDF"
882,48530,"PDF"
883,36499,"X-ZIP-COMPRESSED"
884,25424,"PDF"
885,48484,"PDF"
886,35896,"PDF"
887,46306,"VND.MS-EXCEL"
888,48529,"PDF"
889,27354,"PDF"
890,45665,"PNG"
891,48493,"PDF"
892,44975,"PDF"
893,36911,"PDF"
894,37658,"DOC"
895,39511,"PDF"
896,46880,"PDF"
897,38722,"DOC"
898,27134,"ZIP"
899,48473,"PDF"
900,47108,"PDF"
901,39925,"ZIP"
902,27557,"JPEG"
903,38204,"DOC"
904,37103,"PLAIN; CHARSET=UTF-8"
905,45604,"JPEG"
906,28090,"MSWORD"
907,36542,"OCTET-STREAM"
908,47847,"MSWORD"
909,38568,"PDF"
910,48514,"PDF"
911,45064,"PDF"
912,45328,"PDF"
913,36312,"MSWORD"
914,35196,"PDF"
915,45703,"X-RSS+XML"
916,48397,"DOC"
917,35920,"PDF"
918,38911,"PDF"
919,48486,"PDF"
920,36248,"ZIP"
921,27251,"DOC"
922,39965,"ZIP"
923,48256,"PDF"
924,24163,"JPEG"
925,27759,"DOC"
926,36488,"OCTET-STREAM"
927,48471,"PDF"
928,46678,"PDF"
929,44292,"PDF"
930,39487,"PDF"
931,37409,"CSV"
932,45884,"X-RSS+XML"
933,48465,"PDF"
934,44974,"PDF"
935,35957,"PDF"
936,22847,"PNG"
937,41403,"DOC"
938,24770,"PDF"
939,48505,"PDF"
940,27132,"MSWORD"
941,27343,"PDF"
954,39552,"PDF"
956,39822,"ZIP"
957,27033,"DOC"
977,45360,"PDF"
985,36194,"DOC"
991,27253,"PDF"
1024,44471,"PDF"
1031,44498,"PDF"
1053,27248,"DOC"
1058,43250,"PDF"
1059,40060,"MSWORD"
1062,39939,"ZIP"
2028,53137,"CSV;CHARSET=UTF-8"
2031,35899,"PDF"
2074,48031,"PDF"
2076,54098,"PDF"
2078,46682,"PDF"
2085,45547,"PDF"
2092,37663,"DOC"
2093,44588,"PDF"
2095,27245,"PDF"
2127,45992,"X-RSS+XML"
2128,36871,"PDF"
2132,35024,"ZIP"
2135,36331,"PDF"
2136,37553,"PDF"
2166,56189,"DOC"
2174,26679,"PDF"
2175,56390,"PDF"
2176,27528,"PDF"
2178,48271,"PDF"
2179,36480,"JPEG"
2180,34849,"PDF"
2181,45539,"PDF"
2197,46515,"PDF"
2210,48072,"DOC"
2211,39877,"ZIP"
2219,39495,"PDF"
2220,36492,"X-ZIP-COMPRESSED"
2229,41013,"DOC"
2230,48248,"PDF"
2231,44958,"PNG"
2236,38600,"PDF"
4228,36845,"DOC"
4229,26675,"PDF"
4230,46266,"PDF"
4231,50393,"PDF"
4232,38052,"PDF"
4233,39833,"ZIP"
4234,38689,"PDF"
4235,45913,"XML"
4236,47411,"PDF"
4237,35741,"PDF"
4238,48241,"DOC"
4239,41221,"DOC"
4240,39788,"ZIP"
4241,45775,"XML"
4242,46951,"PDF"
4243,44746,"DOC"
4244,47437,"PDF"
4245,41412,"PDF"
4246,27225,"PDF"
4247,48030,"PDF"
4248,44483,"PDF"
4249,48252,"PDF"
4250,45986,"X-RSS+XML"
4251,38351,"PDF"
4252,39554,"PDF"
4253,40271,"PDF"
4254,44555,"PDF"
4255,44476,"PDF"
4256,45762,"XML"
4257,47453,"PDF"
4258,44748,"PDF"
4259,43247,"PDF"
4260,48144,"DOC"
4261,44384,"PDF"
4262,45341,"PDF"
4263,45895,"XML"
4264,71337,"JPEG"
4265,62753,"PDF"
4266,56645,"PDF"
4267,56665,"PDF"
4373,25931,"PDF"
4374,41411,"PDF"
4378,44632,"JPEG"
4420,36877,"PDF"
4423,74110,"CSV;CHARSET=UTF-8"
4430,70324,"DOC"
4432,38433,"PDF"
4435,61307,"PDF"
4441,67104,"MSWORD"
4442,70519,"MP4"
4462,39454,"VND.MS-EXCEL.SHEET.M"
4470,38276,"PDF"
4483,55928,"ZIP; CHARSET=UTF-8"
4485,47393,"PDF"
4487,27544,"PDF"
4490,62283,"PDF"
4501,36849,"PDF"
4525,50702,"MSWORD"
4526,68478,"JPEG"
4528,46689,"PDF"
4529,48047,"DOC"
4753,43284,"PDF"
4754,66560,"MSWORD"
4763,53454,"ZIP"
4766,70338,"XML"
4789,48240,"PDF"
4809,68037,"PDF"
4812,56469,"DOC"
4849,75982,"DOC"
4862,69240,"JPEG"
4866,69329,"DOC"
4884,53455,"ZIP"
4893,61382,"PDF"
4894,78228,"PDF"
4935,76589,"CSV; NAME=""DRAGINJSK"
4938,56650,"PDF"
4953,38648,"PDF"
4956,65249,"PDF"
4976,52900,"PDF"
4977,73948,"JPEG"
5004,76471,"PDF"
5023,56652,"PDF"
5030,71569,"PNG"
5031,71601,"PDF"
5035,39497,"PDF"
5046,64994,"PDF"
5049,69305,"PDF"
5054,78025,"CSV"
5062,53166,"PNG"
5077,78627,"MSWORD"
5079,78631,"JPEG"
5082,64085,"CSV;CHARSET=UTF-8"
5083,55417,"PNG"
5085,75075,"PDF"
5096,75444,"CSV;CHARSET=UTF-8"
5111,68248,"PDF"
5113,40945,"DOC"
5114,75607,"CSV;CHARSET=UTF-8"
5117,71377,"PDF"
5133,68938,"DOC"
5138,57309,"CSV;CHARSET=UTF-8"
5141,60311,"PDF"
5148,79775,"DOC"
5154,53459,"ZIP"
5165,62205,"PDF"
5166,78332,"JPEG"
5168,62232,"MSWORD"
5174,55764,"ZIP"
5176,70974,"DOC"
5178,79877,"PDF"
5182,67592,"PNG"
5188,47828,"PDF"
5198,27240,"PDF"
5222,38874,"PDF"
5223,59956,"PNG"
5239,79105,"MSWORD"
5244,45730,"X-RSS+XML"
5253,53168,"PNG"
5279,38558,"PDF"
5871,60891,"PDF"
5872,77145,"PDF"
5873,74182,"X-TROFF-MAN"
5875,66880,"MSWORD"
5881,74604,"MSWORD"
5886,55785,"PNG"
5891,55997,"MSWORD"
5894,83536,"MSWORD"
5895,67602,"PDF"
5898,71291,"PDF"
5908,76656,"JPEG"
5909,76639,"VND.MS-EXCEL"
5924,68904,"DOC"
5925,76816,"XML"
5926,51627,"PDF"
5931,57579,"PNG"
5935,65475,"PDF"
942,45970,"XML"
946,45582,"PDF"
965,44049,"PDF"
970,48388,"DOC"
978,46089,"X-RSS+XML"
989,45583,"DOC"
994,37555,"PDF"
996,48521,"DOC"
1000,45551,"PDF"
1005,48435,"PDF"
1018,45319,"PDF"
1021,25420,"PDF"
1033,44586,"PDF"
1045,48043,"DOC"
2244,45736,"X-RSS+XML"
2245,46243,"MSWORD"
2246,36117,"PDF"
2253,38438,"PDF"
2254,35194,"PDF"
2255,46271,"PDF"
2259,40098,"OCTET-STREAM"
2269,57197,"PDF"
2272,51554,"DOC"
2273,57248,"JPEG"
2274,45735,"XML"
2278,36286,"ZIP"
2286,44591,"DOC"
2295,52270,"PDF"
2296,44662,"PDF"
2301,36626,"RSS+XML; CHARSET=UTF"
2315,57980,"JPEG"
2320,36887,"PDF"
2324,39941,"ZIP"
2330,34957,"DOC"
2331,46324,"JPEG"
2333,38238,"PDF"
2336,45953,"X-RSS+XML"
2337,27247,"DOC"
2338,35962,"DOC"
2340,46547,"DOC"
2355,25423,"PDF"
2356,43166,"PDF"
2360,35927,"PDF"
2361,43131,"PDF"
2362,39952,"ZIP"
2363,23116,"PNG"
2365,44726,"JPEG"
2381,24804,"MSWORD"
2387,48040,"DOC"
2391,30115,"DOC"
2392,36263,"VND.MS-EXCEL"
2394,38923,"PDF"
2395,32140,"PNG"
2396,45841,"XML"
2409,39900,"ZIP"
2410,35017,"DOC"
2416,27536,"PDF"
2417,46728,"PDF"
2423,58506,"PDF"
2428,53770,"DOC"
2433,47461,"PDF"
2436,58597,"XML"
2441,45721,"X-RSS+XML"
2446,45569,"PDF"
2447,24757,"PDF"
2448,45152,"PDF"
2449,38172,"PDF"
2450,45133,"PDF"
2456,39853,"ZIP"
2459,45766,"XML"
2460,39818,"ZIP"
2461,54347,"MSWORD"
2462,45581,"PDF"
2466,39922,"ZIP"
2482,46031,"X-RSS+XML"
2483,27554,"PDF"
2490,59166,"DOC"
2499,45881,"X-RSS+XML"
2500,59243,"MSWORD"
4268,23298,"DOC"
4269,26680,"PDF"
4270,27259,"DOC"
4271,68239,"PNG"
4272,68243,"PNG"
4273,71375,"ZIP"
4274,71376,"DOC"
4275,68264,"PNG"
4276,64612,"PDF"
4277,40033,"PDF"
4278,64626,"JPEG"
4396,69803,"PDF"
4397,70046,"DOC"
4399,41038,"DOC"
4755,44503,"PDF"
4765,70329,"DOC"
4767,70339,"X-RSS+XML"
4768,77148,"DOC"
4815,39995,"DOC"
4828,71484,"PDF"
4829,39563,"PDF"
4830,76720,"PDF"
4832,71568,"PNG"
4848,48393,"DOC"
4883,61133,"VND.MS-EXCEL"
4897,70528,"CSV;CHARSET=UTF-8"
4898,54121,"DOC"
4899,61697,"PDF"
4900,74503,"PDF"
4902,35754,"PDF"
4941,27077,"DOC"
4963,60309,"PDF"
4964,69810,"PDF"
4993,74670,"PDF"
5029,25566,"JPEG"
5116,71485,"PDF"
5118,40214,"MSWORD"
5119,48080,"DOC"
5120,50878,"DOC"
5121,59821,"PDF"
5126,68940,"DOC"
5135,38704,"PDF"
5136,57310,"CSV;CHARSET=UTF-8"
5144,69813,"PDF"
5172,55767,"PLAIN; CHARSET=UTF-8"
5202,68564,"JPEG"
5204,76723,"MSWORD; CHARSET=UTF-"
5263,70529,"CSV;CHARSET=UTF-8"
5265,44301,"PDF"
5267,61649,"PDF"
5278,44488,"PDF"
5876,61309,"PDF"
5877,81614,"PNG"
5888,47129,"PDF"
5892,62445,"PDF"
5902,83579,"JPEG"
5910,75698,"PDF"
5911,50755,"MSWORD"
5915,71675,"CSV;CHARSET=UTF-8"
5916,26599,"DOC"
5917,27543,"MSWORD"
5919,81425,"PDF"
5933,51957,"PDF"
5942,60325,"PDF"
5945,65998,"DOC"
5953,70164,"PDF"
5955,84912,"CSV;CHARSET=UTF-8"
5959,61007,"CSV;CHARSET=UTF-8"
5990,75031,"JPEG"
5992,67303,"CSV"
5993,55786,"PNG"
6009,84038,"CALENDAR"
6010,68276,"PNG"
6023,85121,"PDF"
6030,52113,"PDF"
6061,64398,"PDF"
6064,37005,"DOC"
6068,64633,"CSV;CHARSET=UTF-8"
6070,83181,"MSWORD"
6083,83657,"MSWORD"
6087,59962,"PNG"
6110,41327,"DOC"
6146,86292,"PNG"
6154,75701,"PDF"
6157,76819,"XML"
6159,64818,"PDF"
6162,86808,"PDF"
6167,65223,"JPEG"
6168,83343,"PDF"
6169,60331,"PDF"
6170,69827,"PDF"
6187,61700,"PDF"
6191,78385,"JPEG"
6192,55196,"X-RSS+XML"
6194,49890,"ZIP"
6201,56348,"MSWORD"
6209,71440,"PNG"
6211,76642,"PDF"
6212,46304,"VND.MS-EXCEL"
6216,38579,"PDF"
943,41256,"PDF"
959,44728,"JPEG"
960,45062,"PDF"
968,45559,"PDF"
969,48502,"PDF"
971,45850,"XML"
972,35180,"PDF"
973,48442,"PDF"
974,43001,"PDF"
990,34856,"PDF"
997,41222,"DOC"
998,45425,"PNG"
999,35934,"PDF"
1012,48531,"PDF"
1013,36473,"OCTET-STREAM"
1014,36121,"PDF"
1034,45602,"JPEG"
1047,39857,"ZIP"
1049,24767,"PDF"
1050,45793,"XML"
2247,43004,"PDF"
2249,35918,"PDF"
2260,48263,"PDF"
2263,48422,"DOC"
2275,51583,"JPEG"
2290,52176,"PDF"
2291,26607,"PNG"
2292,44605,"DOC"
2294,39960,"ZIP"
2300,47094,"DOC"
2307,57874,"PDF"
2312,47435,"PDF"
2318,27860,"PDF"
2332,58101,"PDF"
2343,28015,"PDF"
2349,37195,"PNG"
2358,38406,"PDF"
2359,27198,"DOC"
2373,38123,"DOC"
2374,35138,"DOC"
2375,46021,"XML"
2382,44551,"PDF"
2388,45344,"PDF"
2397,27929,"PDF"
2398,25438,"PDF"
2399,44624,"JPEG"
2401,53445,"PDF"
2402,39920,"ZIP"
2404,38830,"PDF"
2405,46255,"PDF"
2406,45701,"XML"
2407,24802,"VND.MS-EXCEL"
2413,45772,"XML"
2414,35171,"DOC"
2415,48012,"PDF"
2418,27056,"PDF"
2429,47133,"PDF"
2430,53797,"PDF"
2434,46812,"PDF"
2437,58598,"XML"
2439,48268,"PDF"
2445,44803,"DOC"
2451,47443,"PDF"
2458,44320,"PDF"
2467,38913,"PDF"
2469,54391,"DOC"
2470,35894,"PDF"
2471,38870,"PDF"
2472,35182,"PDF"
2474,35018,"DOC"
2489,23570,"DOC"
2494,24787,"PDF"
2496,55068,"PDF"
2497,59240,"CSV;CHARSET=UTF-8"
2498,59220,"MSWORD"
2502,44947,"PDF"
2505,55411,"PNG"
4279,64693,"XML"
4281,64699,"DOC"
4284,27923,"PDF"
4285,44627,"JPEG"
4292,25926,"PDF"
4300,27873,"PDF"
4309,68554,"DOC"
4316,56831,"ZIP"
4321,68669,"MSWORD"
4324,71834,"PDF"
4326,45926,"X-RSS+XML"
4539,46401,"CSV; NAME=""OTROSKI_D"
4547,39489,"PDF"
4552,38201,"PDF"
4553,22110,"CSV;CHARSET=UTF-8"
4756,53164,"PNG"
4757,38384,"PDF"
4758,60796,"JPEG"
4760,63538,"PDF"
4771,44486,"PDF"
4783,77338,"DOC"
4784,45836,"X-RSS+XML"
4787,76435,"JPEG"
4791,62441,"PDF"
4793,67387,"MSWORD"
4795,55990,"PDF"
4825,71480,"CSV;CHARSET=UTF-8"
4870,27527,"PDF"
4878,48432,"DOC"
4880,27532,"PDF"
4881,74171,"PDF"
4885,53456,"ZIP"
4887,70269,"DOC"
4895,43264,"DOC"
4908,62144,"PDF"
4917,64175,"PDF"
4924,62665,"MSWORD"
4926,67590,"PNG"
4928,75263,"PDF"
4933,76587,"DOC"
4934,75585,"CSV;CHARSET=UTF-8"
4937,68234,"JPEG"
4940,68246,"PDF"
4944,48054,"DOC"
4958,73650,"ZIP"
4960,69549,"PDF"
4961,73661,"JPEG"
5055,60310,"PDF"
5066,38633,"PDF"
5069,77150,"PNG"
5081,62059,"PDF"
5090,36407,"JSON;CHARSET=UTF-8"
5092,56179,"PDF"
5107,56654,"PDF"
5129,79599,"CSV"
5130,78963,"VND.MS-EXCEL"
5139,69485,"MSWORD"
5140,60312,"PDF"
5164,45706,"X-RSS+XML"
5183,27572,"PNG"
5186,77801,"XML"
5193,68249,"PDF"
5194,68279,"CSV;CHARSET=UTF-8"
5195,64614,"PDF"
5249,38305,"PDF"
5266,61648,"PDF"
5270,39827,"ZIP"
5271,54804,"PDF"
5272,54819,"PDF"
5275,49498,"CSV;CHARSET=UTF-8"
5276,70744,"ZIP"
5287,47796,"PDF"
5289,78822,"CSV"
5290,62666,"MSWORD"
5878,63830,"PNG"
5882,47103,"PDF"
5883,83835,"PDF"
5885,55193,"X-RSS+XML"
5887,82430,"JPEG"
5901,83578,"DOC"
5905,41033,"DOC"
5930,57581,"PNG"
5934,81527,"JPEG"
5936,65453,"PDF"
5939,65652,"CSV;CHARSET=UTF-8"
5968,58511,"JPEG"
6011,68277,"PNG"
6012,71394,"CSV;CHARSET=UTF-8"
6013,84655,"DOC"
6014,71382,"PDF"
6016,71418,"PDF"
6018,76736,"PDF"
6045,61650,"PDF"
6046,61699,"PDF"
6047,61716,"DOC"
6051,37551,"PDF"
6060,64396,"PDF"
6062,38917,"PDF"
6075,56758,"PDF"
6076,75699,"PDF"
6084,83656,"MSWORD"
6090,72964,"DOC"
6093,85645,"CSV"
944,38882,"PDF"
948,46083,"X-RSS+XML"
958,29097,"DOC"
966,35925,"PDF"
982,39839,"ZIP"
992,48495,"PDF"
993,38165,"PDF"
1016,40261,"PDF"
1020,39862,"ZIP"
2248,38863,"PDF"
2261,36537,"OCTET-STREAM"
2262,44580,"PDF"
2264,41039,"PDF"
2265,51294,"PDF"
2267,42952,"PDF"
2268,25421,"PDF"
2271,51520,"JPEG"
2276,51601,"PNG"
2277,51607,"JPEG"
2279,35923,"PDF"
2282,46699,"PDF"
2283,35148,"PDF"
2284,57325,"DOC"
2285,37620,"JPEG"
2293,25272,"ZIP"
2302,36893,"PDF"
2303,47457,"PDF"
2304,44329,"PDF"
2305,34847,"PDF"
2306,23125,"PNG"
2309,43006,"PDF"
2310,52710,"MP4; CHARSET=UTF-8"
2311,52725,"PDF"
2322,40928,"PNG"
2323,27200,"DOC"
2325,47401,"PDF"
2326,47029,"PDF"
2328,48262,"PDF"
2329,46067,"X-RSS+XML"
2335,47070,"DOC"
2339,27138,"DOC"
2342,24748,"PDF"
2344,45138,"RSS+XML; CHARSET=UTF"
2346,58274,"PDF"
2347,58314,"PDF"
2348,48416,"DOC"
2354,36307,"ZIP"
2364,21930,"PDF"
2368,36188,"PDF"
2376,53313,"PDF"
2377,46012,"XML"
2378,36905,"ZIP"
2379,53398,"PDF"
2383,45917,"X-RSS+XML"
2384,38343,"PDF"
2385,35921,"PDF"
2386,27055,"DOC"
2393,45337,"PDF"
2421,30112,"DOC"
2422,48400,"DOC"
2424,38215,"PDF"
2425,27209,"DOC"
2426,38861,"PDF"
2427,39946,"ZIP"
2440,39176,"DOC"
2442,36124,"PDF"
2444,39975,"ZIP"
2463,48041,"DOC"
2468,47184,"PDF"
2475,27535,"PDF"
2479,37654,"PDF"
2480,39966,"ZIP"
2481,48258,"PDF"
2491,41020,"DOC"
2492,35118,"DOC"
2493,47112,"PDF"
2501,38280,"PDF"
2503,59275,"PDF"
2504,48431,"DOC"
2506,55410,"PNG"
4280,39926,"ZIP"
4293,38758,"DOC"
4296,50702,"MSWORD"
4297,37662,"PDF"
4299,25927,"PDF"
4303,44300,"PDF"
4307,39889,"ZIP"
4540,39888,"ZIP"
4559,27897,"PDF"
4759,63537,"PDF"
4761,45179,"X-ZIP-COMPRESSED"
4772,38557,"PDF"
4773,76140,"JPEG"
4774,76180,"X-RSS+XML"
4775,77276,"PDF"
4777,54120,"DOC"
4794,55988,"PDF"
4797,75097,"PDF"
4798,70888,"PDF"
4803,56177,"PDF"
4817,37662,"PDF"
4818,36511,"JPEG"
4838,78470,"PNG"
4840,78471,"PDF"
4841,39787,"ZIP"
4842,43256,"JPEG"
4852,76794,"ZIP"
4853,39912,"ZIP"
4854,59954,"PNG"
4855,76814,"XML"
4857,27880,"PDF"
4858,72257,"JPEG"
4864,57574,"PNG"
4868,60305,"PDF"
4896,45967,"XML"
4918,64176,"MSWORD"
4920,44383,"PDF"
4921,56178,"PDF"
4950,51569,"CSV;CHARSET=UTF-8"
4955,26681,"MSWORD"
4973,60635,"VND.GOOGLE-EARTH.KMZ"
4986,58971,"DOC"
5003,35752,"PDF"
5131,56992,"JPEG"
5137,57311,"JPEG"
5149,79779,"JPEG"
5158,70719,"DOC"
5167,59304,"MSWORD"
5184,27040,"DOC"
5199,56729,"MSWORD"
5203,76724,"MSWORD; CHARSET=UTF-"
5205,62895,"CSV;CHARSET=UTF-8"
5206,79541,"JPEG"
5211,39928,"ZIP"
5212,78950,"MSWORD"
5215,46889,"PDF"
5216,25440,"PDF"
5226,80038,"XML"
5229,38398,"DOC"
5230,80170,"PDF"
5252,31501,"PDF"
5254,60762,"JPEG"
5277,80199,"PDF"
5879,78693,"PDF"
5928,73366,"JPEG"
5951,74183,"X-RPM"
5954,84908,"CSV;CHARSET=UTF-8"
5967,70445,"PDF"
5994,49888,"ZIP"
5995,62446,"PDF"
5996,70891,"PDF"
6024,76817,"X-RSS+XML"
6036,69825,"PDF"
6042,74276,"PDF"
6072,71395,"CSV;CHARSET=UTF-8"
6073,86087,"JPEG"
6074,71456,"JPEG"
6077,75700,"PDF"
6111,53471,"ZIP"
6132,59391,"DOC"
6135,78832,"CSV"
6172,84469,"DOC"
6174,77112,"PDF"
6177,53472,"ZIP"
6180,86908,"PDF"
6184,81639,"DOC"
6185,70540,"CSV;CHARSET=UTF-8"
6189,78662,"PDF"
6195,85969,"CSV"
6204,24174,"JPEG"
6206,86382,"X-VCALENDAR"
6218,85404,"PDF"
6219,24769,"VND.MS-EXCEL"
6229,73698,"PDF"
6235,38778,"DOC"
6244,53775,"JPEG"
6245,53811,"PDF"
6246,70464,"CSV;CHARSET=UTF-8"
6247,70465,"CSV;CHARSET=UTF-8"
945,48392,"DOC"
961,36527,"X-ZIP-COMPRESSED"
962,39834,"ZIP"
964,24771,"PDF"
1002,38929,"PDF"
1006,46775,"JPEG"
1007,46269,"PDF"
1017,28084,"PLAIN; CHARSET=UTF-8"
1019,38786,"ZIP"
1023,23568,"DOC"
2250,44714,"PDF"
2251,48059,"DOC"
2252,47126,"PDF"
2256,39974,"ZIP"
2266,51458,"DOC"
2287,35940,"PDF"
2288,41483,"MSWORD"
2297,38562,"PDF"
2298,36485,"JPEG"
2299,44599,"PDF"
2308,57873,"PDF"
2313,37203,"JPEG"
2314,39852,"ZIP"
2316,37652,"PDF"
2317,36381,"MSWORD"
2319,35087,"PDF"
2321,42938,"PDF"
2327,48150,"VND.MS-EXCEL"
2334,41410,"PDF"
2341,27061,"PDF"
2345,44749,"PDF"
2350,58356,"PDF"
2351,52886,"DOC"
2352,58366,"PDF"
2353,46821,"PDF"
2357,53061,"JPEG"
2366,35239,"RSS+XML; CHARSET=UTF"
2367,39560,"PDF"
2369,27263,"PDF"
2370,35966,"PDF"
2371,40097,"PNG"
2372,39505,"PDF"
2380,37313,"PDF"
2389,27078,"PDF"
2390,44766,"PDF"
2400,36465,"PDF"
2403,53573,"JPEG"
2408,27984,"JPEG"
2411,48413,"DOC"
2412,46827,"PDF"
2419,53601,"PNG"
2420,45874,"XML"
2431,27191,"PDF"
2432,24774,"PDF"
2435,58596,"XML"
2438,58652,"PDF"
2443,38945,"PDF"
2452,41255,"PDF"
2453,45744,"XML"
2454,54138,"PDF"
2455,36467,"MSWORD"
2457,44571,"PDF"
2464,42936,"PDF"
2465,54370,"PDF"
2473,36115,"PDF"
2476,49630,"PDF"
2477,39572,"PDF"
2478,39850,"ZIP"
2484,46359,"PDF"
2485,39820,"ZIP"
2486,46696,"PDF"
2487,24175,"JPEG"
2488,45733,"X-RSS+XML"
2495,25929,"PDF"
2507,24760,"PDF"
4282,64700,"DOC"
4301,35086,"PDF"
4338,56989,"JPEG"
4341,44790,"DOC"
4541,42939,"PDF"
4555,59952,"PNG"
4564,65201,"JPEG"
4762,61003,"PDF"
4776,47783,"PDF"
4802,56176,"PDF"
4816,68456,"PDF"
4820,44034,"DOC"
4843,75886,"PDF"
4844,41037,"DOC"
4846,48139,"DOC"
4876,52878,"PNG"
4879,47071,"DOC"
4889,70330,"MSWORD"
4892,39874,"ZIP"
4906,74679,"PDF"
4923,62664,"MSWORD"
4925,67589,"PNG"
4927,75262,"PDF"
4931,75554,"JPEG"
4945,38615,"PDF"
4946,78473,"PNG"
4987,59000,"JPEG"
4988,54200,"MSWORD"
5005,25524,"JPEG"
5006,67632,"PDF"
5007,75264,"PDF"
5009,50229,"PDF"
5261,76064,"MSWORD"
5274,54817,"PDF"
5280,74713,"CSV;CHARSET=UTF-8"
5880,54399,"DOC"
5889,62444,"PDF"
5896,75272,"PDF"
5897,67790,"PDF"
5903,84037,"X-VCALENDAR"
5904,68275,"PNG"
5914,71674,"CSV;CHARSET=UTF-8"
5918,45929,"X-RSS+XML"
5956,84909,"CSV;CHARSET=UTF-8"
5965,66881,"MSWORD"
5971,80183,"DOC"
5976,61901,"PDF"
5980,54477,"JPEG"
5997,79880,"PDF"
6021,80753,"CSV;CHARSET=UTF-8"
6026,37176,"JPEG"
6028,57582,"PNG"
6031,69337,"X-RSS+XML"
6032,65856,"DOC"
6033,60327,"PDF"
6037,45700,"MPEG"
6044,46771,"JPEG"
6063,43285,"DOC"
6079,68597,"MSWORD"
6105,36200,"PDF"
6122,85894,"XML"
6123,55195,"XML"
6155,35095,"PDF"
6156,68631,"PDF"
6160,78526,"DOC"
6186,24756,"PDF"
6188,61701,"PDF"
6202,56349,"DOC"
6210,68457,"PDF"
6213,79586,"DOC"
6220,51211,"PDF"
6221,81994,"PDF"
6222,64908,"JPEG"
6224,85619,"PNG"
6225,84829,"MSWORD"
6230,60332,"PDF"
